product_id,date,store_id,sales_quantity,price,promotions,seasonality_factors,external_factors,demand_trend,customer_segments,price_opt,competitor_prices,elasticity_index,has_pricing_data
5747,2024-04-06,98,234,6.04,False,Holiday,Unknown,Decreasing,Premium,,,,False
9141,2024-02-02,29,84,37.49,True,Festival,Unknown,Increasing,Premium,,,,False
9801,2024-03-23,21,369,11.71,False,Holiday,Economic Indicator,Decreasing,Regular,,,,False
7579,2024-01-06,37,353,48.0,False,Festival,Competitor Pricing,Increasing,Regular,,,,False
1282,2024-11-17,8,80,48.4,True,Festival,Unknown,Decreasing,Premium,,,,False
2214,2024-05-06,36,444,16.43,True,Holiday,Competitor Pricing,Increasing,Premium,,,,False
1675,2024-11-01,23,203,13.52,False,Unknown,Economic Indicator,Decreasing,Budget,,,,False
6460,2024-02-13,16,29,5.09,True,Festival,Unknown,Stable,Premium,,,,False
7144,2024-12-12,64,102,17.46,False,Holiday,Unknown,Decreasing,Premium,,,,False
9868,2024-11-29,73,357,81.66,False,Unknown,Competitor Pricing,Stable,Regular,,,,False
9222,2024-08-18,4,477,26.71,False,Unknown,Competitor Pricing,Decreasing,Premium,,,,False
8158,2024-10-15,97,441,96.2,False,Holiday,Competitor Pricing,Decreasing,Regular,,,,False
8688,2024-01-06,58,163,84.72,False,Holiday,Unknown,Stable,Regular,,,,False
2230,2024-09-05,49,233,40.71,True,Holiday,Competitor Pricing,Increasing,Regular,,,,False
9394,2024-10-29,85,240,26.78,False,Festival,Weather,Increasing,Regular,,,,False
2100,2024-11-30,14,348,25.31,True,Holiday,Weather,Stable,Budget,,,,False
2997,2024-11-07,4,343,12.33,False,Unknown,Unknown,Stable,Regular,,,,False
4770,2024-12-03,12,253,45.64,False,Unknown,Competitor Pricing,Decreasing,Regular,,,,False
6545,2024-04-25,21,352,66.21,False,Festival,Competitor Pricing,Stable,Regular,,,,False
6112,2024-11-15,1,143,53.25,False,Holiday,Unknown,Increasing,Budget,,,,False
8589,2024-12-08,16,467,31.85,True,Festival,Unknown,Increasing,Premium,,,,False
8758,2024-07-25,26,119,5.43,False,Unknown,Economic Indicator,Increasing,Premium,,,,False
1760,2024-11-19,72,92,80.32,False,Holiday,Weather,Stable,Regular,,,,False
1320,2024-10-01,25,187,48.7,False,Holiday,Competitor Pricing,Increasing,Premium,,,,False
6547,2024-05-08,65,259,55.78,True,Festival,Unknown,Stable,Budget,,,,False
1105,2024-08-18,6,5,53.12,True,Festival,Economic Indicator,Decreasing,Premium,,,,False
6040,2024-10-27,3,477,51.77,True,Holiday,Competitor Pricing,Increasing,Regular,,,,False
5036,2024-04-17,30,336,54.11,False,Festival,Unknown,Increasing,Budget,,,,False
3434,2024-01-09,30,483,80.07,True,Festival,Competitor Pricing,Stable,Budget,,,,False
6711,2024-04-30,30,191,87.12,False,Holiday,Unknown,Stable,Regular,,,,False
4183,2024-03-26,41,314,61.91,True,Unknown,Unknown,Decreasing,Premium,,,,False
2355,2024-03-10,70,371,37.69,False,Unknown,Unknown,Increasing,Premium,,,,False
8505,2024-06-24,97,92,50.79,False,Holiday,Unknown,Decreasing,Premium,,,,False
4416,2024-07-20,11,452,22.44,False,Festival,Competitor Pricing,Increasing,Regular,,,,False
1610,2024-04-17,21,115,71.72,True,Unknown,Unknown,Increasing,Budget,,,,False
3220,2024-10-09,33,395,21.04,True,Festival,Economic Indicator,Decreasing,Premium,,,,False
3598,2024-06-20,92,2,64.99,True,Holiday,Economic Indicator,Decreasing,Regular,,,,False
6585,2024-02-03,58,61,53.47,False,Unknown,Unknown,Increasing,Regular,,,,False
2063,2024-06-01,26,65,9.51,True,Holiday,Weather,Increasing,Budget,,,,False
8166,2024-07-21,39,154,99.9,False,Holiday,Weather,Stable,Regular,,,,False
8869,2024-11-09,43,375,99.77,True,Unknown,Competitor Pricing,Stable,Premium,,,,False
3837,2024-02-06,22,314,53.24,True,Festival,Unknown,Increasing,Budget,,,,False
6295,2024-01-15,46,232,12.37,True,Holiday,Unknown,Decreasing,Regular,,,,False
6975,2024-01-15,72,399,99.71,False,Festival,Unknown,Decreasing,Regular,,,,False
6352,2024-11-23,10,47,47.51,False,Holiday,Economic Indicator,Decreasing,Budget,,,,False
6054,2024-06-27,49,103,47.81,True,Festival,Weather,Increasing,Budget,,,,False
6039,2024-04-28,77,433,60.32,False,Unknown,Competitor Pricing,Stable,Regular,,,,False
5877,2024-02-01,49,59,28.75,True,Unknown,Economic Indicator,Increasing,Regular,,,,False
2226,2024-05-01,14,314,61.84,True,Holiday,Economic Indicator,Stable,Regular,,,,False
3547,2024-04-12,30,24,11.63,False,Festival,Weather,Stable,Regular,,,,False
5706,2024-01-27,18,284,17.78,True,Holiday,Economic Indicator,Stable,Regular,,,,False
9139,2024-12-07,55,123,74.17,False,Holiday,Competitor Pricing,Stable,Premium,,,,False
6000,2024-05-29,84,17,45.58,False,Holiday,Economic Indicator,Stable,Budget,55.19,29.64,1.04,True
3922,2024-01-19,78,116,19.76,True,Festival,Competitor Pricing,Increasing,Regular,,,,False
2497,2024-12-18,93,260,28.44,False,Unknown,Weather,Stable,Regular,,,,False
3166,2024-11-03,43,169,83.87,True,Holiday,Unknown,Increasing,Budget,,,,False
4980,2024-04-23,50,190,27.8,True,Festival,Competitor Pricing,Increasing,Regular,,,,False
1349,2024-07-02,36,93,47.31,True,Unknown,Unknown,Increasing,Budget,,,,False
5085,2024-06-11,92,456,14.66,True,Holiday,Weather,Decreasing,Premium,,,,False
4467,2024-08-04,14,389,39.67,True,Holiday,Competitor Pricing,Decreasing,Regular,,,,False
8369,2024-11-06,90,364,53.85,False,Festival,Weather,Decreasing,Regular,,,,False
3534,2024-12-28,72,399,66.83,False,Unknown,Competitor Pricing,Decreasing,Budget,,,,False
8035,2024-10-08,24,230,5.4,False,Holiday,Weather,Decreasing,Budget,,,,False
3698,2024-02-05,31,454,75.56,True,Festival,Unknown,Increasing,Premium,,,,False
9641,2024-10-13,11,35,61.07,True,Festival,Weather,Increasing,Premium,,,,False
4986,2024-11-20,22,255,69.69,False,Holiday,Weather,Stable,Premium,,,,False
6598,2024-03-08,97,388,78.17,True,Unknown,Economic Indicator,Stable,Regular,,,,False
2001,2024-02-18,92,391,14.12,False,Holiday,Weather,Decreasing,Regular,,,,False
5810,2024-03-05,78,321,11.33,True,Unknown,Economic Indicator,Increasing,Regular,,,,False
6898,2024-07-09,5,177,22.81,True,Unknown,Economic Indicator,Stable,Premium,,,,False
1395,2024-12-11,9,342,23.41,False,Holiday,Competitor Pricing,Decreasing,Regular,,,,False
3386,2024-06-29,39,38,5.3,True,Unknown,Unknown,Increasing,Budget,,,,False
1912,2024-07-09,97,147,89.24,True,Festival,Unknown,Decreasing,Premium,97.13,9.16,2.36,True
4630,2024-06-11,96,142,83.42,True,Unknown,Weather,Stable,Budget,,,,False
7059,2024-08-20,5,481,50.91,True,Holiday,Economic Indicator,Stable,Budget,,,,False
4834,2024-05-25,40,333,79.6,True,Festival,Unknown,Decreasing,Regular,,,,False
7099,2024-12-05,19,444,91.55,False,Unknown,Unknown,Decreasing,Budget,,,,False
1879,2024-08-27,19,135,34.24,False,Unknown,Competitor Pricing,Decreasing,Budget,,,,False
3015,2024-03-07,90,174,48.86,False,Holiday,Economic Indicator,Stable,Regular,,,,False
7383,2024-03-24,2,382,6.57,False,Unknown,Economic Indicator,Increasing,Regular,,,,False
3462,2024-01-24,27,93,72.78,True,Unknown,Competitor Pricing,Stable,Budget,,,,False
8413,2024-11-24,17,165,23.76,False,Holiday,Weather,Decreasing,Premium,,,,False
2296,2024-04-16,14,87,53.68,True,Holiday,Economic Indicator,Decreasing,Regular,,,,False
6947,2024-12-27,78,480,21.1,False,Festival,Economic Indicator,Increasing,Premium,29.11,8.68,2.39,True
1835,2024-03-19,78,346,7.77,True,Holiday,Economic Indicator,Increasing,Regular,,,,False
5021,2024-07-12,16,375,44.82,True,Festival,Economic Indicator,Increasing,Budget,,,,False
7323,2024-06-03,67,348,24.62,False,Holiday,Unknown,Decreasing,Premium,,,,False
4762,2024-07-02,81,47,99.58,False,Holiday,Weather,Decreasing,Budget,,,,False
1155,2024-10-18,3,12,57.93,True,Unknown,Competitor Pricing,Decreasing,Budget,,,,False
6215,2024-07-02,10,480,68.93,True,Festival,Unknown,Increasing,Regular,,,,False
4711,2024-11-24,27,164,78.3,False,Unknown,Competitor Pricing,Increasing,Regular,,,,False
1087,2024-07-24,50,360,21.0,True,Festival,Unknown,Increasing,Regular,,,,False
7520,2024-01-22,77,357,87.55,False,Festival,Economic Indicator,Decreasing,Regular,,,,False
2004,2024-01-24,72,308,56.15,False,Holiday,Unknown,Stable,Budget,,,,False
9970,2024-12-09,19,370,75.01,True,Festival,Weather,Stable,Premium,,,,False
2964,2024-07-14,82,24,78.71,True,Holiday,Economic Indicator,Stable,Premium,,,,False
2222,2024-03-08,88,421,87.93,True,Festival,Competitor Pricing,Stable,Regular,,,,False
1657,2024-09-15,19,283,7.67,True,Holiday,Economic Indicator,Stable,Premium,,,,False
8799,2024-03-10,81,255,67.83,True,Holiday,Weather,Decreasing,Regular,,,,False
1411,2024-05-08,73,30,31.16,True,Festival,Competitor Pricing,Decreasing,Regular,,,,False
1486,2024-03-29,69,418,6.34,False,Holiday,Economic Indicator,Decreasing,Premium,,,,False
6139,2024-09-21,13,319,97.02,False,Festival,Weather,Increasing,Budget,,,,False
3151,2024-08-27,67,149,48.8,True,Unknown,Economic Indicator,Decreasing,Budget,,,,False
9109,2024-10-12,93,101,41.31,False,Festival,Weather,Increasing,Premium,,,,False
7227,2024-10-26,48,250,43.43,False,Festival,Unknown,Decreasing,Premium,,,,False
9208,2024-10-09,80,110,21.46,False,Unknown,Weather,Stable,Premium,,,,False
4667,2024-07-28,43,340,89.71,False,Festival,Weather,Increasing,Regular,,,,False
7391,2024-02-16,26,273,66.88,False,Festival,Competitor Pricing,Increasing,Budget,,,,False
3247,2024-11-27,67,254,48.35,False,Festival,Economic Indicator,Increasing,Premium,,,,False
2899,2024-12-30,16,130,13.95,True,Festival,Competitor Pricing,Decreasing,Premium,,,,False
4236,2024-09-27,67,221,62.32,False,Holiday,Unknown,Decreasing,Regular,,,,False
5746,2024-03-18,59,48,96.23,False,Unknown,Competitor Pricing,Increasing,Regular,,,,False
3269,2024-10-23,81,429,16.61,True,Festival,Competitor Pricing,Stable,Regular,,,,False
7082,2024-12-29,36,102,60.72,False,Holiday,Competitor Pricing,Stable,Premium,,,,False
4534,2024-12-10,64,124,56.8,False,Holiday,Weather,Decreasing,Regular,,,,False
4714,2024-09-17,31,103,83.53,False,Holiday,Competitor Pricing,Stable,Regular,,,,False
9538,2024-05-07,52,35,29.11,False,Festival,Unknown,Stable,Regular,,,,False
1486,2024-08-02,2,400,61.0,False,Festival,Unknown,Stable,Premium,,,,False
1789,2024-10-23,86,228,91.66,True,Unknown,Competitor Pricing,Stable,Budget,,,,False
2612,2024-02-10,39,150,65.6,False,Holiday,Economic Indicator,Increasing,Regular,,,,False
3371,2024-07-26,78,108,58.55,False,Unknown,Weather,Increasing,Regular,,,,False
9739,2024-10-15,46,485,7.31,False,Holiday,Weather,Stable,Regular,,,,False
8530,2024-10-03,72,368,61.87,False,Unknown,Competitor Pricing,Decreasing,Budget,,,,False
8606,2024-02-05,10,452,82.4,True,Festival,Unknown,Increasing,Regular,,,,False
4619,2024-03-24,97,287,77.24,False,Holiday,Weather,Increasing,Budget,,,,False
2527,2024-03-16,25,420,18.3,False,Festival,Competitor Pricing,Stable,Premium,,,,False
7282,2024-12-14,37,45,52.07,False,Unknown,Weather,Increasing,Regular,,,,False
1096,2024-03-16,89,401,74.83,True,Unknown,Economic Indicator,Increasing,Premium,,,,False
1954,2024-01-02,27,481,28.69,True,Festival,Weather,Stable,Budget,,,,False
5443,2024-04-25,71,334,46.6,False,Festival,Unknown,Decreasing,Regular,,,,False
6685,2024-03-15,83,206,30.89,True,Unknown,Competitor Pricing,Increasing,Regular,,,,False
4691,2024-05-02,49,3,83.15,True,Holiday,Unknown,Stable,Regular,,,,False
1879,2024-03-16,81,362,71.64,False,Holiday,Weather,Stable,Budget,,,,False
9804,2024-12-29,66,124,24.03,False,Unknown,Economic Indicator,Increasing,Premium,,,,False
6256,2024-11-27,92,194,77.57,True,Holiday,Economic Indicator,Stable,Regular,,,,False
3183,2024-10-11,53,484,41.6,True,Festival,Economic Indicator,Stable,Premium,,,,False
2452,2024-11-11,20,75,94.23,False,Holiday,Unknown,Stable,Budget,,,,False
8463,2024-01-01,8,394,68.61,False,Unknown,Weather,Decreasing,Regular,,,,False
5546,2024-12-27,73,293,35.28,True,Holiday,Competitor Pricing,Decreasing,Regular,,,,False
1533,2024-04-04,47,343,44.52,False,Festival,Economic Indicator,Increasing,Budget,,,,False
6657,2024-08-04,38,268,75.6,False,Festival,Competitor Pricing,Increasing,Regular,,,,False
1847,2024-12-05,81,45,98.99,True,Holiday,Weather,Increasing,Premium,,,,False
2749,2024-05-21,25,434,73.29,False,Holiday,Unknown,Stable,Regular,,,,False
7683,2024-06-01,81,53,53.73,False,Unknown,Weather,Stable,Premium,,,,False
3003,2024-11-23,69,94,43.18,False,Unknown,Weather,Stable,Budget,,,,False
8921,2024-03-27,24,204,50.87,True,Holiday,Economic Indicator,Stable,Budget,,,,False
9533,2024-05-08,51,299,73.76,True,Holiday,Unknown,Increasing,Budget,,,,False
3945,2024-10-27,63,195,24.94,True,Festival,Unknown,Increasing,Budget,,,,False
2131,2024-10-18,52,252,11.16,False,Festival,Unknown,Stable,Budget,,,,False
5860,2024-12-08,94,66,44.38,False,Festival,Weather,Decreasing,Premium,,,,False
1701,2024-10-19,22,335,26.99,False,Festival,Unknown,Decreasing,Regular,,,,False
2259,2024-07-09,4,75,29.95,False,Festival,Competitor Pricing,Increasing,Premium,,,,False
6089,2024-04-17,39,220,93.24,False,Holiday,Unknown,Increasing,Premium,,,,False
9718,2024-06-22,1,111,71.65,False,Unknown,Weather,Decreasing,Budget,,,,False
1719,2024-07-23,20,10,89.77,True,Festival,Competitor Pricing,Increasing,Regular,,,,False
3187,2024-04-30,82,302,46.37,False,Unknown,Competitor Pricing,Decreasing,Budget,,,,False
6892,2024-11-02,52,51,9.22,False,Unknown,Economic Indicator,Decreasing,Regular,,,,False
5794,2024-04-22,97,66,98.56,True,Holiday,Weather,Decreasing,Premium,,,,False
5670,2024-06-11,39,303,40.25,True,Holiday,Weather,Stable,Budget,,,,False
5488,2024-09-04,36,287,22.68,True,Festival,Weather,Stable,Budget,,,,False
8405,2024-08-25,40,257,93.87,False,Unknown,Weather,Increasing,Budget,,,,False
9467,2024-10-13,31,201,30.73,False,Unknown,Weather,Decreasing,Budget,,,,False
4633,2024-08-20,47,23,13.28,True,Festival,Competitor Pricing,Increasing,Regular,,,,False
6260,2024-07-19,85,452,99.57,False,Holiday,Weather,Stable,Regular,,,,False
3101,2024-10-28,4,378,42.08,False,Holiday,Competitor Pricing,Increasing,Regular,,,,False
9934,2024-10-05,95,484,32.93,False,Holiday,Weather,Increasing,Premium,,,,False
6168,2024-08-15,16,141,13.64,True,Holiday,Unknown,Decreasing,Budget,,,,False
9104,2024-09-01,8,66,38.12,False,Unknown,Unknown,Increasing,Budget,,,,False
5934,2024-03-25,16,39,23.34,False,Holiday,Economic Indicator,Increasing,Premium,,,,False
2773,2024-11-17,31,430,20.76,False,Holiday,Weather,Stable,Regular,,,,False
7224,2024-10-22,27,487,79.91,False,Unknown,Competitor Pricing,Decreasing,Budget,,,,False
5052,2024-06-23,55,323,93.79,False,Holiday,Competitor Pricing,Decreasing,Regular,,,,False
8803,2024-02-02,22,489,51.07,True,Unknown,Weather,Stable,Regular,,,,False
1839,2024-04-22,90,1,9.9,True,Festival,Unknown,Decreasing,Premium,,,,False
4002,2024-02-23,87,126,95.56,True,Unknown,Weather,Stable,Premium,,,,False
9349,2024-12-24,49,426,50.31,False,Unknown,Economic Indicator,Decreasing,Budget,,,,False
7102,2024-07-23,3,303,47.63,True,Unknown,Economic Indicator,Increasing,Premium,,,,False
2081,2024-02-24,76,287,89.22,True,Festival,Competitor Pricing,Decreasing,Premium,,,,False
2644,2024-08-21,19,198,29.84,False,Festival,Weather,Decreasing,Premium,,,,False
9303,2024-07-16,29,176,47.22,False,Unknown,Competitor Pricing,Stable,Budget,,,,False
9104,2024-08-13,2,93,67.18,True,Unknown,Weather,Stable,Budget,,,,False
2179,2024-08-14,2,455,95.0,False,Festival,Unknown,Stable,Regular,,,,False
5229,2024-09-24,84,228,36.53,False,Festival,Competitor Pricing,Stable,Regular,,,,False
1745,2024-12-10,62,189,76.85,False,Festival,Economic Indicator,Stable,Budget,,,,False
4513,2024-05-07,50,407,69.69,False,Festival,Weather,Decreasing,Budget,,,,False
3560,2024-08-10,90,265,50.6,True,Festival,Competitor Pricing,Decreasing,Premium,,,,False
5380,2024-12-06,85,126,15.07,True,Unknown,Weather,Decreasing,Premium,,,,False
9745,2024-11-09,16,299,6.36,True,Festival,Competitor Pricing,Increasing,Budget,,,,False
8493,2024-04-01,66,192,39.48,True,Festival,Economic Indicator,Increasing,Regular,,,,False
4301,2024-03-05,24,79,42.03,False,Holiday,Unknown,Increasing,Budget,,,,False
7895,2024-02-12,24,316,21.12,True,Unknown,Competitor Pricing,Stable,Budget,,,,False
8985,2024-11-18,97,19,10.48,False,Unknown,Weather,Stable,Regular,,,,False
7587,2024-07-12,47,404,53.54,True,Holiday,Weather,Decreasing,Premium,,,,False
6953,2024-12-26,49,435,28.21,True,Unknown,Unknown,Stable,Premium,,,,False
9969,2024-01-06,69,360,38.19,False,Holiday,Competitor Pricing,Decreasing,Regular,,,,False
3352,2024-02-25,96,368,72.69,True,Unknown,Unknown,Decreasing,Budget,,,,False
7875,2024-03-08,38,485,11.85,True,Holiday,Competitor Pricing,Stable,Budget,31.69,8.2,1.37,True
7812,2024-03-30,39,454,99.94,True,Festival,Competitor Pricing,Increasing,Budget,,,,False
4069,2024-07-11,25,343,39.06,True,Festival,Weather,Increasing,Regular,,,,False
9377,2024-07-06,82,398,57.98,False,Festival,Competitor Pricing,Decreasing,Premium,,,,False
2504,2024-01-12,95,158,43.75,False,Unknown,Unknown,Stable,Premium,,,,False
7957,2024-08-21,44,29,5.57,True,Unknown,Weather,Decreasing,Budget,,,,False
8943,2024-08-19,50,178,86.95,True,Unknown,Weather,Decreasing,Budget,,,,False
2641,2024-03-15,88,493,38.06,True,Holiday,Unknown,Increasing,Regular,,,,False
7666,2024-08-25,18,375,32.67,False,Unknown,Competitor Pricing,Increasing,Budget,,,,False
7309,2024-11-14,42,419,75.08,True,Holiday,Weather,Stable,Regular,,,,False
1898,2024-07-08,63,203,68.35,False,Festival,Economic Indicator,Stable,Premium,,,,False
1040,2024-02-16,52,163,26.04,False,Festival,Unknown,Decreasing,Premium,,,,False
9317,2024-06-18,20,69,47.78,False,Holiday,Weather,Decreasing,Budget,,,,False
7060,2024-05-29,24,203,11.58,True,Festival,Unknown,Decreasing,Budget,,,,False
4115,2024-08-20,77,93,22.79,True,Festival,Unknown,Increasing,Budget,,,,False
3672,2024-07-19,13,123,6.3,False,Holiday,Unknown,Stable,Premium,,,,False
7223,2024-11-12,68,495,36.6,False,Holiday,Economic Indicator,Decreasing,Regular,,,,False
5412,2024-09-24,74,37,23.34,True,Festival,Competitor Pricing,Increasing,Regular,,,,False
6820,2024-01-26,68,293,30.18,True,Unknown,Economic Indicator,Stable,Budget,,,,False
2528,2024-02-08,28,150,57.94,True,Holiday,Weather,Decreasing,Regular,,,,False
6291,2024-07-09,21,300,15.27,False,Holiday,Unknown,Increasing,Budget,,,,False
3851,2024-11-25,26,369,42.27,False,Holiday,Economic Indicator,Stable,Budget,,,,False
9769,2024-01-29,87,235,87.42,False,Holiday,Unknown,Decreasing,Premium,,,,False
8284,2024-03-10,98,155,34.43,False,Festival,Competitor Pricing,Stable,Regular,,,,False
1235,2024-10-20,44,218,58.46,False,Festival,Competitor Pricing,Decreasing,Budget,,,,False
9780,2024-12-21,79,301,24.99,True,Holiday,Economic Indicator,Decreasing,Budget,,,,False
6431,2024-04-29,39,463,32.45,False,Unknown,Unknown,Increasing,Budget,,,,False
1215,2024-08-02,52,188,84.82,True,Festival,Competitor Pricing,Increasing,Premium,,,,False
3668,2024-08-12,9,465,36.8,False,Festival,Competitor Pricing,Increasing,Budget,,,,False
2259,2024-01-26,1,357,21.66,True,Unknown,Economic Indicator,Decreasing,Budget,,,,False
7109,2024-12-04,5,401,93.48,True,Unknown,Weather,Stable,Regular,,,,False
5877,2024-06-05,70,479,55.2,True,Festival,Weather,Increasing,Regular,,,,False
7279,2024-10-04,4,181,33.09,True,Unknown,Competitor Pricing,Stable,Budget,,,,False
7711,2024-09-03,35,499,46.38,True,Holiday,Unknown,Stable,Regular,,,,False
8958,2024-08-30,79,133,97.7,True,Festival,Competitor Pricing,Stable,Budget,,,,False
2973,2024-08-06,2,250,8.96,True,Holiday,Competitor Pricing,Decreasing,Budget,,,,False
9168,2024-05-26,90,385,95.31,False,Unknown,Competitor Pricing,Stable,Premium,,,,False
2850,2024-01-19,62,461,82.54,False,Holiday,Economic Indicator,Stable,Regular,,,,False
9558,2024-01-26,24,486,50.19,False,Unknown,Weather,Stable,Budget,,,,False
4244,2024-03-20,95,491,86.14,False,Unknown,Competitor Pricing,Decreasing,Premium,,,,False
9509,2024-07-02,76,374,66.98,False,Holiday,Competitor Pricing,Decreasing,Budget,,,,False
7049,2024-06-24,12,432,25.7,False,Unknown,Competitor Pricing,Increasing,Premium,,,,False
6203,2024-09-01,46,12,36.96,False,Holiday,Economic Indicator,Increasing,Premium,,,,False
2240,2024-02-02,48,386,83.13,False,Holiday,Unknown,Decreasing,Premium,,,,False
6702,2024-11-12,56,367,64.78,False,Holiday,Economic Indicator,Decreasing,Premium,,,,False
4258,2024-10-24,48,482,99.25,False,Unknown,Unknown,Increasing,Premium,,,,False
2098,2024-08-02,57,351,39.78,False,Holiday,Competitor Pricing,Decreasing,Budget,,,,False
5844,2024-09-20,51,272,23.4,False,Festival,Economic Indicator,Stable,Premium,,,,False
7146,2024-07-15,85,83,71.11,True,Unknown,Competitor Pricing,Increasing,Premium,,,,False
3339,2024-01-17,61,2,53.97,False,Holiday,Economic Indicator,Increasing,Budget,,,,False
6318,2024-09-06,13,146,81.57,True,Holiday,Economic Indicator,Stable,Regular,,,,False
7384,2024-03-18,78,55,26.43,False,Unknown,Competitor Pricing,Stable,Budget,,,,False
7548,2024-06-11,2,380,12.38,True,Festival,Economic Indicator,Stable,Budget,,,,False
1647,2024-01-27,48,340,47.77,False,Unknown,Unknown,Increasing,Budget,,,,False
8731,2024-05-21,2,415,39.25,True,Holiday,Unknown,Decreasing,Budget,,,,False
7993,2024-02-20,65,259,46.85,True,Holiday,Competitor Pricing,Stable,Premium,,,,False
9461,2024-05-31,1,169,94.84,True,Festival,Weather,Decreasing,Regular,,,,False
4216,2024-06-20,86,292,79.94,False,Festival,Economic Indicator,Stable,Premium,,,,False
5464,2024-11-23,1,382,7.88,True,Unknown,Competitor Pricing,Increasing,Regular,,,,False
1193,2024-11-18,15,371,21.56,False,Unknown,Weather,Stable,Budget,,,,False
6227,2024-09-17,63,347,85.23,False,Festival,Unknown,Stable,Premium,,,,False
8029,2024-10-03,31,406,62.79,True,Festival,Economic Indicator,Stable,Regular,,,,False
8676,2024-01-19,29,124,83.05,True,Unknown,Unknown,Stable,Premium,,,,False
2186,2024-12-18,27,169,12.29,True,Festival,Unknown,Decreasing,Premium,,,,False
