product_id,store_id,date,sales_quantity,price,promotions,seasonality_factors,external_factors,demand_trend,customer_segments,price_opt,competitor_prices,elasticity_index,has_pricing_data,price_vs_competitor_pct,discount_pct,promo_flag,revenue,promo_x_elasticity,daily_sales_lag_7,daily_sales_lag_14,daily_rolling_mean_7,daily_rolling_std_7
4853,68,2024-01-02,413,91.51,1,Holiday,Unknown,Increasing,Regular,,,,0,,,1,37793.63,0.0,,,,
7104,18,2024-01-02,475,86.55,0,Holiday,Economic Indicator,Stable,Premium,,,,0,,,0,41111.25,0.0,,,,
2528,59,2024-01-02,297,34.27,1,Holiday,Weather,Increasing,Regular,,,,0,,,1,10178.19,0.0,,,,
9360,99,2024-01-02,85,93.36,0,Unknown,Unknown,Increasing,Regular,,,,0,,,0,7935.6,0.0,,,,
7660,23,2024-01-02,372,63.98,0,Unknown,Competitor Pricing,Increasing,Premium,,,,0,,,0,23800.56,0.0,,,,
8785,94,2024-01-02,276,77.77,1,Festival,Weather,Stable,Premium,,,,0,,,1,21464.52,0.0,,,,
8776,40,2024-01-02,218,80.23,1,Festival,Economic Indicator,Decreasing,Regular,,,,0,,,1,17490.14,0.0,,,,
2287,78,2024-01-02,392,65.37,1,Festival,Economic Indicator,Decreasing,Premium,,,,0,,,1,25625.04,0.0,,,,
7319,74,2024-01-02,484,69.6,1,Festival,Competitor Pricing,Decreasing,Premium,,,,0,,,1,33686.4,0.0,,,,
4846,70,2024-01-02,82,6.76,1,Festival,Competitor Pricing,Decreasing,Regular,,,,0,,,1,554.32,0.0,,,,
2879,22,2024-01-02,225,83.74,1,Holiday,Weather,Increasing,Budget,,,,0,,,1,18841.5,0.0,,,,
1954,27,2024-01-02,481,28.69,1,Festival,Weather,Stable,Budget,,,,0,,,1,13799.89,0.0,,,,
9183,50,2024-01-02,358,25.49,1,Holiday,Competitor Pricing,Stable,Budget,,,,0,,,1,9125.42,0.0,,,,
5391,58,2024-01-02,147,6.41,1,Holiday,Economic Indicator,Stable,Premium,,,,0,,,1,942.27,0.0,,,,
9616,83,2024-01-02,352,79.49,1,Unknown,Unknown,Stable,Regular,,,,0,,,1,27980.48,0.0,,,,
3979,88,2024-01-02,469,95.44,0,Festival,Weather,Increasing,Premium,,,,0,,,0,44761.36,0.0,,,,
4490,73,2024-01-02,471,95.92,0,Unknown,Unknown,Decreasing,Regular,,,,0,,,0,45178.32,0.0,,,,
5858,10,2024-01-02,128,16.77,0,Holiday,Unknown,Increasing,Premium,,,,0,,,0,2146.56,0.0,,,,
3329,56,2024-01-02,172,75.95,1,Festival,Weather,Stable,Regular,,,,0,,,1,13063.4,0.0,,,,
3751,38,2024-01-02,380,25.18,1,Unknown,Unknown,Increasing,Premium,,,,0,,,1,9568.4,0.0,,,,
6489,94,2024-01-02,473,84.63,1,Unknown,Unknown,Decreasing,Premium,,,,0,,,1,40029.99,0.0,,,,
5171,76,2024-01-02,494,13.94,1,Festival,Unknown,Stable,Regular,,,,0,,,1,6886.36,0.0,,,,
9031,73,2024-01-02,81,71.3,0,Festival,Unknown,Increasing,Premium,,,,0,,,0,5775.3,0.0,,,,
7043,56,2024-01-02,44,55.52,0,Festival,Unknown,Decreasing,Premium,,,,0,,,0,2442.88,0.0,,,,
9137,64,2024-01-02,474,6.93,0,Unknown,Economic Indicator,Stable,Regular,,,,0,,,0,3284.82,0.0,,,,
8377,86,2024-01-02,339,21.98,1,Unknown,Economic Indicator,Increasing,Regular,,,,0,,,1,7451.22,0.0,,,,
9516,21,2024-01-02,499,51.95,0,Festival,Competitor Pricing,Increasing,Regular,,,,0,,,0,25923.05,0.0,,,,
7631,27,2024-01-02,438,37.94,0,Unknown,Weather,Increasing,Budget,,,,0,,,0,16617.72,0.0,,,,
1717,21,2024-01-03,262,23.45,1,Unknown,Economic Indicator,Stable,Premium,,,,0,,,1,6143.9,0.0,,,,
7908,73,2024-01-03,140,93.34,0,Unknown,Unknown,Stable,Premium,,,,0,,,0,13067.6,0.0,,,,
4858,33,2024-01-03,107,51.63,1,Unknown,Weather,Decreasing,Budget,,,,0,,,1,5524.41,0.0,,,,
5898,28,2024-01-03,115,34.29,0,Unknown,Unknown,Stable,Premium,,,,0,,,0,3943.35,0.0,,,,
9950,50,2024-01-03,141,55.95,0,Holiday,Economic Indicator,Decreasing,Budget,,,,0,,,0,7888.95,0.0,,,,
9592,95,2024-01-03,410,18.31,1,Unknown,Competitor Pricing,Decreasing,Regular,,,,0,,,1,7507.1,0.0,,,,
3239,29,2024-01-03,407,39.71,1,Holiday,Competitor Pricing,Stable,Regular,,,,0,,,1,16161.97,0.0,,,,
6908,2,2024-01-03,152,13.72,1,Unknown,Competitor Pricing,Decreasing,Premium,,,,0,,,1,2085.44,0.0,,,,
1248,95,2024-01-03,413,74.32,1,Festival,Unknown,Stable,Regular,,,,0,,,1,30694.16,0.0,,,,
1869,71,2024-01-03,266,72.58,0,Holiday,Weather,Increasing,Regular,,,,0,,,0,19306.28,0.0,,,,
4579,35,2024-01-03,162,73.03,1,Holiday,Weather,Increasing,Budget,,,,0,,,1,11830.86,0.0,,,,
4215,77,2024-01-03,336,14.34,1,Festival,Economic Indicator,Increasing,Premium,,,,0,,,1,4818.24,0.0,,,,
6917,57,2024-01-03,274,81.64,1,Holiday,Unknown,Increasing,Budget,,,,0,,,1,22369.36,0.0,,,,
9725,40,2024-01-03,230,29.55,1,Festival,Weather,Decreasing,Regular,,,,0,,,1,6796.5,0.0,,,,
8496,55,2024-01-03,243,59.48,0,Holiday,Unknown,Decreasing,Budget,,,,0,,,0,14453.64,0.0,,,,
9798,54,2024-01-03,25,80.85,1,Holiday,Unknown,Decreasing,Regular,,,,0,,,1,2021.25,0.0,,,,
4480,43,2024-01-03,62,87.03,0,Festival,Competitor Pricing,Stable,Premium,,,,0,,,0,5395.86,0.0,,,,
1589,18,2024-01-03,490,5.92,1,Holiday,Competitor Pricing,Stable,Budget,,,,0,,,1,2900.8,0.0,,,,
5252,91,2024-01-03,116,64.75,1,Unknown,Economic Indicator,Stable,Budget,,,,0,,,1,7511.0,0.0,,,,
3858,98,2024-01-03,392,70.59,1,Festival,Unknown,Stable,Budget,,,,0,,,1,27671.28,0.0,,,,
9398,24,2024-01-03,33,93.96,1,Unknown,Competitor Pricing,Increasing,Budget,,,,0,,,1,3100.68,0.0,,,,
5553,36,2024-01-03,132,90.44,1,Unknown,Weather,Decreasing,Regular,,,,0,,,1,11938.08,0.0,,,,
5296,47,2024-01-03,12,92.65,1,Holiday,Weather,Stable,Regular,,,,0,,,1,1111.8,0.0,,,,
6722,58,2024-01-03,337,17.51,1,Unknown,Competitor Pricing,Decreasing,Regular,,,,0,,,1,5900.87,0.0,,,,
2347,25,2024-01-03,402,27.11,1,Festival,Weather,Increasing,Premium,,,,0,,,1,10898.22,0.0,,,,
4277,48,2024-01-03,330,24.38,0,Festival,Competitor Pricing,Increasing,Regular,,,,0,,,0,8045.4,0.0,,,,
3953,13,2024-01-03,441,68.87,1,Unknown,Competitor Pricing,Increasing,Premium,,,,0,,,1,30371.67,0.0,,,,
8311,22,2024-01-03,69,48.68,0,Holiday,Economic Indicator,Stable,Regular,,,,0,,,0,3358.92,0.0,,,,
3139,3,2024-01-03,99,59.71,0,Festival,Competitor Pricing,Increasing,Budget,,,,0,,,0,5911.29,0.0,,,,
3265,12,2024-01-03,158,31.6,1,Unknown,Weather,Increasing,Budget,,,,0,,,1,4992.8,0.0,,,,
8612,25,2024-01-03,236,39.4,0,Unknown,Unknown,Increasing,Budget,,,,0,,,0,9298.4,0.0,,,,
1620,83,2024-01-03,464,52.12,0,Festival,Competitor Pricing,Decreasing,Premium,,,,0,,,0,24183.68,0.0,,,,
4208,91,2024-01-03,212,16.15,1,Unknown,Weather,Stable,Budget,,,,0,,,1,3423.8,0.0,,,,
5133,51,2024-01-04,159,16.42,1,Holiday,Competitor Pricing,Stable,Regular,,,,0,,,1,2610.78,0.0,,,,
8378,89,2024-01-04,26,86.4,0,Festival,Economic Indicator,Decreasing,Premium,,,,0,,,0,2246.4,0.0,,,,
1710,62,2024-01-04,245,95.63,1,Holiday,Economic Indicator,Decreasing,Budget,,,,0,,,1,23429.35,0.0,,,,
4445,44,2024-01-04,26,66.09,1,Holiday,Weather,Stable,Premium,,,,0,,,1,1718.34,0.0,,,,
3404,36,2024-01-04,304,83.74,0,Festival,Economic Indicator,Increasing,Premium,,,,0,,,0,25456.96,0.0,,,,
4913,66,2024-01-04,402,53.21,0,Festival,Economic Indicator,Decreasing,Regular,,,,0,,,0,21390.42,0.0,,,,
4382,63,2024-01-04,412,75.32,0,Festival,Unknown,Decreasing,Budget,,,,0,,,0,31031.84,0.0,,,,
5067,84,2024-01-04,322,87.69,0,Festival,Unknown,Increasing,Regular,,,,0,,,0,28236.18,0.0,,,,
4863,38,2024-01-04,29,62.69,0,Festival,Competitor Pricing,Increasing,Budget,,,,0,,,0,1818.01,0.0,,,,
2406,76,2024-01-04,28,72.4,1,Unknown,Weather,Increasing,Regular,,,,0,,,1,2027.2,0.0,,,,
8409,40,2024-01-04,173,41.01,0,Unknown,Economic Indicator,Increasing,Premium,,,,0,,,0,7094.73,0.0,,,,
6988,95,2024-01-04,7,74.42,0,Festival,Unknown,Increasing,Regular,,,,0,,,0,520.94,0.0,,,,
2747,39,2024-01-04,387,13.03,1,Holiday,Economic Indicator,Stable,Premium,,,,0,,,1,5042.61,0.0,,,,
9757,21,2024-01-04,208,63.31,0,Festival,Competitor Pricing,Increasing,Budget,,,,0,,,0,13168.48,0.0,,,,
6892,19,2024-01-04,491,55.03,1,Festival,Unknown,Stable,Regular,,,,0,,,1,27019.73,0.0,,,,
2453,37,2024-01-04,278,97.9,1,Festival,Competitor Pricing,Stable,Premium,,,,0,,,1,27216.2,0.0,,,,
9208,45,2024-01-04,458,19.89,1,Holiday,Economic Indicator,Increasing,Regular,,,,0,,,1,9109.62,0.0,,,,
1896,98,2024-01-04,359,27.32,0,Unknown,Economic Indicator,Increasing,Premium,,,,0,,,0,9807.88,0.0,,,,
6925,50,2024-01-04,376,58.1,1,Festival,Economic Indicator,Decreasing,Budget,,,,0,,,1,21845.6,0.0,,,,
7504,94,2024-01-04,45,69.08,0,Festival,Weather,Stable,Budget,,,,0,,,0,3108.6,0.0,,,,
4484,8,2024-01-04,97,45.41,0,Festival,Unknown,Stable,Budget,,,,0,,,0,4404.77,0.0,,,,
4866,14,2024-01-05,234,42.11,1,Unknown,Weather,Increasing,Budget,,,,0,,,1,9853.74,0.0,,,,
8475,62,2024-01-05,408,84.32,1,Holiday,Competitor Pricing,Decreasing,Budget,,,,0,,,1,34402.56,0.0,,,,
1300,41,2024-01-05,292,75.32,1,Unknown,Unknown,Increasing,Regular,,,,0,,,1,21993.44,0.0,,,,
2931,96,2024-01-05,239,37.72,1,Festival,Unknown,Decreasing,Budget,,,,0,,,1,9015.08,0.0,,,,
1815,29,2024-01-05,205,93.56,0,Holiday,Competitor Pricing,Increasing,Premium,,,,0,,,0,19179.8,0.0,,,,
4356,67,2024-01-05,413,92.04,0,Unknown,Weather,Stable,Regular,,,,0,,,0,38012.52,0.0,,,,
9922,26,2024-01-05,249,30.02,0,Festival,Economic Indicator,Decreasing,Premium,,,,0,,,0,7474.98,0.0,,,,
9493,19,2024-01-05,499,51.59,1,Festival,Competitor Pricing,Increasing,Budget,,,,0,,,1,25743.41,0.0,,,,
6246,25,2024-01-05,374,15.57,1,Festival,Competitor Pricing,Increasing,Premium,,,,0,,,1,5823.18,0.0,,,,
4091,59,2024-01-05,405,11.34,0,Holiday,Weather,Decreasing,Budget,,,,0,,,0,4592.7,0.0,,,,
1513,37,2024-01-05,173,54.92,1,Festival,Economic Indicator,Stable,Budget,,,,0,,,1,9501.16,0.0,,,,
5809,65,2024-01-05,214,60.12,1,Festival,Economic Indicator,Increasing,Regular,,,,0,,,1,12865.68,0.0,,,,
6717,50,2024-01-05,268,41.48,1,Festival,Weather,Decreasing,Budget,,,,0,,,1,11116.64,0.0,,,,
8941,46,2024-01-05,134,54.42,0,Holiday,Weather,Decreasing,Premium,,,,0,,,0,7292.28,0.0,,,,
7225,8,2024-01-05,465,62.05,1,Festival,Weather,Increasing,Premium,,,,0,,,1,28853.25,0.0,,,,
4544,41,2024-01-05,43,80.32,0,Holiday,Unknown,Decreasing,Premium,,,,0,,,0,3453.76,0.0,,,,
6705,9,2024-01-05,222,95.62,0,Unknown,Competitor Pricing,Stable,Regular,,,,0,,,0,21227.64,0.0,,,,
6335,16,2024-01-05,404,89.61,0,Holiday,Competitor Pricing,Decreasing,Premium,,,,0,,,0,36202.44,0.0,,,,
4225,16,2024-01-05,358,42.28,1,Unknown,Economic Indicator,Increasing,Premium,,,,0,,,1,15136.24,0.0,,,,
4156,2,2024-01-05,389,89.47,1,Festival,Competitor Pricing,Stable,Budget,,,,0,,,1,34803.83,0.0,,,,
7889,69,2024-01-05,65,42.31,0,Holiday,Weather,Stable,Budget,,,,0,,,0,2750.15,0.0,,,,
8246,19,2024-01-05,105,28.7,0,Holiday,Unknown,Decreasing,Regular,,,,0,,,0,3013.5,0.0,,,,
7774,67,2024-01-05,335,88.03,1,Holiday,Competitor Pricing,Decreasing,Premium,,,,0,,,1,29490.05,0.0,,,,
6727,34,2024-01-05,21,23.55,0,Unknown,Economic Indicator,Decreasing,Premium,,,,0,,,0,494.55,0.0,,,,
2651,24,2024-01-05,434,26.69,1,Festival,Unknown,Decreasing,Regular,,,,0,,,1,11583.46,0.0,,,,
5231,16,2024-01-05,356,89.82,1,Holiday,Unknown,Increasing,Budget,,,,0,,,1,31975.92,0.0,,,,
5017,32,2024-01-05,422,88.56,1,Unknown,Economic Indicator,Decreasing,Premium,,,,0,,,1,37372.32,0.0,,,,
6690,16,2024-01-05,207,83.15,0,Festival,Competitor Pricing,Stable,Regular,,,,0,,,0,17212.05,0.0,,,,
3403,72,2024-01-05,16,39.92,1,Holiday,Weather,Stable,Budget,,,,0,,,1,638.72,0.0,,,,
3995,46,2024-01-05,343,81.19,0,Holiday,Weather,Increasing,Regular,,,,0,,,0,27848.17,0.0,,,,
6529,6,2024-01-05,372,76.29,1,Unknown,Competitor Pricing,Increasing,Regular,,,,0,,,1,28379.88,0.0,,,,
3613,33,2024-01-05,349,82.1,1,Unknown,Competitor Pricing,Decreasing,Regular,,,,0,,,1,28652.9,0.0,,,,
7240,86,2024-01-05,162,29.28,0,Festival,Weather,Increasing,Premium,,,,0,,,0,4743.36,0.0,,,,
1404,30,2024-01-05,197,11.03,1,Festival,Unknown,Decreasing,Budget,,,,0,,,1,2172.91,0.0,,,,
9428,9,2024-01-05,228,69.73,0,Unknown,Unknown,Increasing,Budget,,,,0,,,0,15898.44,0.0,,,,
6767,73,2024-01-05,293,63.16,0,Unknown,Competitor Pricing,Decreasing,Regular,,,,0,,,0,18505.88,0.0,,,,
2474,94,2024-01-05,448,11.66,0,Festival,Economic Indicator,Increasing,Regular,,,,0,,,0,5223.68,0.0,,,,
9172,37,2024-01-05,124,8.03,1,Festival,Weather,Decreasing,Budget,,,,0,,,1,995.72,0.0,,,,
6147,13,2024-01-05,104,7.73,0,Unknown,Economic Indicator,Increasing,Regular,,,,0,,,0,803.92,0.0,,,,
5246,62,2024-01-05,307,36.24,1,Unknown,Weather,Decreasing,Budget,,,,0,,,1,11125.68,0.0,,,,
4943,86,2024-01-05,8,8.44,0,Festival,Weather,Increasing,Premium,,,,0,,,0,67.52,0.0,,,,
6696,13,2024-01-05,26,58.25,0,Festival,Economic Indicator,Increasing,Premium,,,,0,,,0,1514.5,0.0,,,,
4666,23,2024-01-05,254,64.72,0,Holiday,Competitor Pricing,Stable,Premium,,,,0,,,0,16438.88,0.0,,,,
4259,36,2024-01-05,166,31.67,1,Festival,Weather,Stable,Budget,,,,0,,,1,5257.22,0.0,,,,
3993,21,2024-01-06,319,44.99,1,Holiday,Economic Indicator,Increasing,Regular,,,,0,,,1,14351.81,0.0,,,,
9117,20,2024-01-06,444,95.64,0,Unknown,Competitor Pricing,Decreasing,Budget,,,,0,,,0,42464.16,0.0,,,,
7452,44,2024-01-06,117,24.02,1,Holiday,Unknown,Stable,Budget,,,,0,,,1,2810.34,0.0,,,,
3583,51,2024-01-06,236,31.47,0,Unknown,Economic Indicator,Stable,Premium,,,,0,,,0,7426.92,0.0,,,,
3103,64,2024-01-06,461,48.54,0,Festival,Economic Indicator,Stable,Regular,,,,0,,,0,22376.94,0.0,,,,
9969,69,2024-01-06,360,38.19,0,Holiday,Competitor Pricing,Decreasing,Regular,,,,0,,,0,13748.4,0.0,,,,
6380,34,2024-01-06,390,22.61,0,Festival,Unknown,Decreasing,Regular,,,,0,,,0,8817.9,0.0,,,,
8281,42,2024-01-06,492,11.56,1,Festival,Unknown,Stable,Budget,46.79,89.01,2.22,1,-0.8701,-3.0476,1,5687.52,2.22,,,,
4839,44,2024-01-06,309,57.6,1,Festival,Unknown,Increasing,Budget,,,,0,,,1,17798.4,0.0,,,,
3775,52,2024-01-06,404,51.84,0,Unknown,Weather,Stable,Regular,,,,0,,,0,20943.36,0.0,,,,
8387,28,2024-01-06,74,61.38,0,Holiday,Weather,Increasing,Regular,,,,0,,,0,4542.12,0.0,,,,
8688,58,2024-01-06,163,84.72,0,Holiday,Unknown,Stable,Regular,,,,0,,,0,13809.36,0.0,,,,
3920,71,2024-01-06,239,52.12,0,Unknown,Economic Indicator,Decreasing,Budget,,,,0,,,0,12456.68,0.0,,,,
2958,46,2024-01-06,4,30.26,0,Unknown,Unknown,Stable,Budget,,,,0,,,0,121.04,0.0,,,,
9829,2,2024-01-06,425,33.97,1,Holiday,Unknown,Decreasing,Regular,,,,0,,,1,14437.25,0.0,,,,
4006,30,2024-01-06,465,23.9,1,Festival,Competitor Pricing,Stable,Budget,,,,0,,,1,11113.5,0.0,,,,
9490,41,2024-01-06,366,46.62,1,Unknown,Unknown,Decreasing,Budget,,,,0,,,1,17062.92,0.0,,,,
6101,54,2024-01-06,286,43.98,0,Unknown,Economic Indicator,Increasing,Premium,,,,0,,,0,12578.28,0.0,,,,
2573,78,2024-01-06,472,94.45,0,Unknown,Economic Indicator,Decreasing,Premium,,,,0,,,0,44580.4,0.0,,,,
5039,72,2024-01-06,256,34.32,1,Unknown,Weather,Stable,Premium,,,,0,,,1,8785.92,0.0,,,,
2142,48,2024-01-06,265,46.39,1,Festival,Economic Indicator,Decreasing,Regular,,,,0,,,1,12293.35,0.0,,,,
6551,57,2024-01-06,152,19.39,1,Festival,Competitor Pricing,Decreasing,Premium,,,,0,,,1,2947.28,0.0,,,,
7579,37,2024-01-06,353,48.0,0,Festival,Competitor Pricing,Increasing,Regular,,,,0,,,0,16944.0,0.0,,,,
4574,16,2024-01-06,469,26.91,1,Festival,Economic Indicator,Increasing,Budget,,,,0,,,1,12620.79,0.0,,,,
1576,73,2024-01-06,338,38.9,1,Festival,Competitor Pricing,Increasing,Regular,,,,0,,,1,13148.2,0.0,,,,
3687,27,2024-01-07,406,35.62,1,Festival,Competitor Pricing,Stable,Premium,,,,0,,,1,14461.72,0.0,,,,
2032,19,2024-01-07,422,87.72,0,Holiday,Unknown,Stable,Regular,,,,0,,,0,37017.84,0.0,,,,
6962,49,2024-01-07,60,69.49,1,Unknown,Weather,Stable,Premium,,,,0,,,1,4169.4,0.0,,,,
3408,39,2024-01-07,468,85.13,1,Festival,Competitor Pricing,Decreasing,Regular,,,,0,,,1,39840.84,0.0,,,,
9881,72,2024-01-07,449,94.34,1,Unknown,Competitor Pricing,Increasing,Budget,,,,0,,,1,42358.66,0.0,,,,
5492,9,2024-01-07,355,34.56,1,Unknown,Weather,Decreasing,Budget,,,,0,,,1,12268.8,0.0,,,,
7590,19,2024-01-07,68,90.48,0,Holiday,Economic Indicator,Stable,Budget,,,,0,,,0,6152.64,0.0,,,,
7897,15,2024-01-07,486,65.29,0,Unknown,Competitor Pricing,Increasing,Premium,,,,0,,,0,31730.94,0.0,,,,
5335,3,2024-01-07,109,98.65,0,Holiday,Unknown,Increasing,Premium,,,,0,,,0,10752.85,0.0,,,,
6935,87,2024-01-07,111,24.71,0,Festival,Competitor Pricing,Increasing,Regular,,,,0,,,0,2742.81,0.0,,,,
8588,42,2024-01-07,158,31.15,1,Holiday,Competitor Pricing,Increasing,Premium,,,,0,,,1,4921.7,0.0,,,,
2684,74,2024-01-07,82,16.07,1,Holiday,Competitor Pricing,Increasing,Regular,87.28,28.7,1.87,1,-0.4401,-4.4312,1,1317.74,1.87,,,,
9438,78,2024-01-07,115,67.5,1,Festival,Weather,Decreasing,Budget,,,,0,,,1,7762.5,0.0,,,,
9441,7,2024-01-07,368,30.74,1,Festival,Weather,Decreasing,Regular,,,,0,,,1,11312.32,0.0,,,,
4294,4,2024-01-07,380,79.4,0,Holiday,Competitor Pricing,Stable,Regular,,,,0,,,0,30172.0,0.0,,,,
2656,2,2024-01-07,195,22.37,0,Holiday,Economic Indicator,Increasing,Premium,,,,0,,,0,4362.15,0.0,,,,
3110,88,2024-01-07,123,25.62,0,Festival,Competitor Pricing,Increasing,Regular,,,,0,,,0,3151.26,0.0,,,,
8940,43,2024-01-07,376,39.43,0,Unknown,Competitor Pricing,Increasing,Regular,,,,0,,,0,14825.68,0.0,,,,
8332,82,2024-01-07,118,91.14,1,Holiday,Competitor Pricing,Increasing,Premium,,,,0,,,1,10754.52,0.0,,,,
8950,7,2024-01-07,410,94.87,1,Festival,Economic Indicator,Stable,Premium,,,,0,,,1,38896.7,0.0,,,,
6479,42,2024-01-07,278,48.36,1,Festival,Competitor Pricing,Decreasing,Premium,,,,0,,,1,13444.08,0.0,,,,
7332,84,2024-01-07,313,39.75,0,Unknown,Unknown,Decreasing,Budget,,,,0,,,0,12441.75,0.0,,,,
4413,99,2024-01-08,292,33.04,1,Festival,Weather,Stable,Regular,,,,0,,,1,9647.68,0.0,6255.0,,7559.0,2191.405485071168
1149,68,2024-01-08,59,20.07,0,Unknown,Weather,Increasing,Budget,,,,0,,,0,1184.13,0.0,6255.0,,7559.0,2191.405485071168
9747,21,2024-01-08,408,6.45,0,Unknown,Competitor Pricing,Stable,Premium,,,,0,,,0,2631.6,0.0,6255.0,,7559.0,2191.405485071168
2418,18,2024-01-08,143,20.46,0,Holiday,Economic Indicator,Stable,Regular,,,,0,,,0,2925.78,0.0,6255.0,,7559.0,2191.405485071168
6940,53,2024-01-08,248,41.19,0,Unknown,Unknown,Increasing,Budget,,,,0,,,0,10215.12,0.0,6255.0,,7559.0,2191.405485071168
6575,47,2024-01-08,190,79.25,0,Unknown,Economic Indicator,Decreasing,Budget,,,,0,,,0,15057.5,0.0,6255.0,,7559.0,2191.405485071168
7940,75,2024-01-08,381,11.89,1,Holiday,Weather,Increasing,Regular,19.59,37.7,1.7,1,-0.6846,-0.6476,1,4530.09,1.7,6255.0,,7559.0,2191.405485071168
6699,45,2024-01-08,223,50.17,0,Holiday,Economic Indicator,Decreasing,Budget,,,,0,,,0,11187.91,0.0,6255.0,,7559.0,2191.405485071168
9106,44,2024-01-08,78,21.86,1,Festival,Competitor Pricing,Stable,Premium,,,,0,,,1,1705.08,0.0,6255.0,,7559.0,2191.405485071168
6260,89,2024-01-08,161,76.35,1,Unknown,Weather,Increasing,Regular,,,,0,,,1,12292.35,0.0,6255.0,,7559.0,2191.405485071168
9877,54,2024-01-08,454,65.55,1,Festival,Unknown,Decreasing,Regular,,,,0,,,1,29759.7,0.0,6255.0,,7559.0,2191.405485071168
4392,7,2024-01-08,217,98.69,1,Holiday,Economic Indicator,Decreasing,Budget,,,,0,,,1,21415.73,0.0,6255.0,,7559.0,2191.405485071168
3442,38,2024-01-08,91,72.07,1,Festival,Competitor Pricing,Decreasing,Premium,,,,0,,,1,6558.37,0.0,6255.0,,7559.0,2191.405485071168
3848,2,2024-01-08,475,7.89,1,Holiday,Economic Indicator,Stable,Premium,,,,0,,,1,3747.75,0.0,6255.0,,7559.0,2191.405485071168
5660,62,2024-01-08,268,76.8,0,Unknown,Unknown,Stable,Regular,,,,0,,,0,20582.4,0.0,6255.0,,7559.0,2191.405485071168
4633,71,2024-01-08,365,12.35,1,Festival,Weather,Decreasing,Budget,98.52,70.45,2.09,1,-0.8247,-6.9773,1,4507.75,2.09,6255.0,,7559.0,2191.405485071168
