product_id,date,store_id,sales_quantity,price,promotions,seasonality_factors,external_factors,demand_trend,customer_segments,price_opt,competitor_prices,elasticity_index,has_pricing_data,daily_sales_lag_7,daily_sales_lag_14,daily_rolling_mean_7,daily_rolling_std_7
2406,2024-01-04,76,28,72.4,True,Unknown,Weather,Increasing,Regular,,,,False,,,,
8409,2024-01-04,40,173,41.01,False,Unknown,Economic Indicator,Increasing,Premium,,,,False,,,,
6988,2024-01-04,95,7,74.42,False,Festival,Unknown,Increasing,Regular,,,,False,,,,
2747,2024-01-04,39,387,13.03,True,Holiday,Economic Indicator,Stable,Premium,,,,False,,,,
9757,2024-01-04,21,208,63.31,False,Festival,Competitor Pricing,Increasing,Budget,,,,False,,,,
6892,2024-01-04,19,491,55.03,True,Festival,Unknown,Stable,Regular,,,,False,,,,
2453,2024-01-04,37,278,97.9,True,Festival,Competitor Pricing,Stable,Premium,,,,False,,,,
9208,2024-01-04,45,458,19.89,True,Holiday,Economic Indicator,Increasing,Regular,,,,False,,,,
1896,2024-01-04,98,359,27.32,False,Unknown,Economic Indicator,Increasing,Premium,,,,False,,,,
6925,2024-01-04,50,376,58.1,True,Festival,Economic Indicator,Decreasing,Budget,,,,False,,,,
7504,2024-01-04,94,45,69.08,False,Festival,Weather,Stable,Budget,,,,False,,,,
4484,2024-01-04,8,97,45.41,False,Festival,Unknown,Stable,Budget,,,,False,,,,
4866,2024-01-05,14,234,42.11,True,Unknown,Weather,Increasing,Budget,,,,False,,,,
8475,2024-01-05,62,408,84.32,True,Holiday,Competitor Pricing,Decreasing,Budget,,,,False,,,,
1300,2024-01-05,41,292,75.32,True,Unknown,Unknown,Increasing,Regular,,,,False,,,,
2931,2024-01-05,96,239,37.72,True,Festival,Unknown,Decreasing,Budget,,,,False,,,,
1815,2024-01-05,29,205,93.56,False,Holiday,Competitor Pricing,Increasing,Premium,,,,False,,,,
4356,2024-01-05,67,413,92.04,False,Unknown,Weather,Stable,Regular,,,,False,,,,
9922,2024-01-05,26,249,30.02,False,Festival,Economic Indicator,Decreasing,Premium,,,,False,,,,
9493,2024-01-05,19,499,51.59,True,Festival,Competitor Pricing,Increasing,Budget,,,,False,,,,
6246,2024-01-05,25,374,15.57,True,Festival,Competitor Pricing,Increasing,Premium,,,,False,,,,
4091,2024-01-05,59,405,11.34,False,Holiday,Weather,Decreasing,Budget,,,,False,,,,
1513,2024-01-05,37,173,54.92,True,Festival,Economic Indicator,Stable,Budget,,,,False,,,,
5809,2024-01-05,65,214,60.12,True,Festival,Economic Indicator,Increasing,Regular,,,,False,,,,
6717,2024-01-05,50,268,41.48,True,Festival,Weather,Decreasing,Budget,,,,False,,,,
8941,2024-01-05,46,134,54.42,False,Holiday,Weather,Decreasing,Premium,,,,False,,,,
7225,2024-01-05,8,465,62.05,True,Festival,Weather,Increasing,Premium,,,,False,,,,
4544,2024-01-05,41,43,80.32,False,Holiday,Unknown,Decreasing,Premium,,,,False,,,,
6705,2024-01-05,9,222,95.62,False,Unknown,Competitor Pricing,Stable,Regular,,,,False,,,,
6335,2024-01-05,16,404,89.61,False,Holiday,Competitor Pricing,Decreasing,Premium,,,,False,,,,
4225,2024-01-05,16,358,42.28,True,Unknown,Economic Indicator,Increasing,Premium,,,,False,,,,
4156,2024-01-05,2,389,89.47,True,Festival,Competitor Pricing,Stable,Budget,,,,False,,,,
7889,2024-01-05,69,65,42.31,False,Holiday,Weather,Stable,Budget,,,,False,,,,
8246,2024-01-05,19,105,28.7,False,Holiday,Unknown,Decreasing,Regular,,,,False,,,,
7774,2024-01-05,67,335,88.03,True,Holiday,Competitor Pricing,Decreasing,Premium,,,,False,,,,
6727,2024-01-05,34,21,23.55,False,Unknown,Economic Indicator,Decreasing,Premium,,,,False,,,,
2651,2024-01-05,24,434,26.69,True,Festival,Unknown,Decreasing,Regular,,,,False,,,,
5231,2024-01-05,16,356,89.82,True,Holiday,Unknown,Increasing,Budget,,,,False,,,,
5017,2024-01-05,32,422,88.56,True,Unknown,Economic Indicator,Decreasing,Premium,,,,False,,,,
6690,2024-01-05,16,207,83.15,False,Festival,Competitor Pricing,Stable,Regular,,,,False,,,,
3403,2024-01-05,72,16,39.92,True,Holiday,Weather,Stable,Budget,,,,False,,,,
3995,2024-01-05,46,343,81.19,False,Holiday,Weather,Increasing,Regular,,,,False,,,,
6529,2024-01-05,6,372,76.29,True,Unknown,Competitor Pricing,Increasing,Regular,,,,False,,,,
3613,2024-01-05,33,349,82.1,True,Unknown,Competitor Pricing,Decreasing,Regular,,,,False,,,,
7240,2024-01-05,86,162,29.28,False,Festival,Weather,Increasing,Premium,,,,False,,,,
1404,2024-01-05,30,197,11.03,True,Festival,Unknown,Decreasing,Budget,,,,False,,,,
9428,2024-01-05,9,228,69.73,False,Unknown,Unknown,Increasing,Budget,,,,False,,,,
6767,2024-01-05,73,293,63.16,False,Unknown,Competitor Pricing,Decreasing,Regular,,,,False,,,,
2474,2024-01-05,94,448,11.66,False,Festival,Economic Indicator,Increasing,Regular,,,,False,,,,
9172,2024-01-05,37,124,8.03,True,Festival,Weather,Decreasing,Budget,,,,False,,,,
6147,2024-01-05,13,104,7.73,False,Unknown,Economic Indicator,Increasing,Regular,,,,False,,,,
5246,2024-01-05,62,307,36.24,True,Unknown,Weather,Decreasing,Budget,,,,False,,,,
4943,2024-01-05,86,8,8.44,False,Festival,Weather,Increasing,Premium,,,,False,,,,
6696,2024-01-05,13,26,58.25,False,Festival,Economic Indicator,Increasing,Premium,,,,False,,,,
4666,2024-01-05,23,254,64.72,False,Holiday,Competitor Pricing,Stable,Premium,,,,False,,,,
4259,2024-01-05,36,166,31.67,True,Festival,Weather,Stable,Budget,,,,False,,,,
3993,2024-01-06,21,319,44.99,True,Holiday,Economic Indicator,Increasing,Regular,,,,False,,,,
9117,2024-01-06,20,444,95.64,False,Unknown,Competitor Pricing,Decreasing,Budget,,,,False,,,,
7452,2024-01-06,44,117,24.02,True,Holiday,Unknown,Stable,Budget,,,,False,,,,
3583,2024-01-06,51,236,31.47,False,Unknown,Economic Indicator,Stable,Premium,,,,False,,,,
3103,2024-01-06,64,461,48.54,False,Festival,Economic Indicator,Stable,Regular,,,,False,,,,
9969,2024-01-06,69,360,38.19,False,Holiday,Competitor Pricing,Decreasing,Regular,,,,False,,,,
6380,2024-01-06,34,390,22.61,False,Festival,Unknown,Decreasing,Regular,,,,False,,,,
8281,2024-01-06,42,492,11.56,True,Festival,Unknown,Stable,Budget,46.79,89.01,2.22,True,,,,
4839,2024-01-06,44,309,57.6,True,Festival,Unknown,Increasing,Budget,,,,False,,,,
3775,2024-01-06,52,404,51.84,False,Unknown,Weather,Stable,Regular,,,,False,,,,
8387,2024-01-06,28,74,61.38,False,Holiday,Weather,Increasing,Regular,,,,False,,,,
8688,2024-01-06,58,163,84.72,False,Holiday,Unknown,Stable,Regular,,,,False,,,,
3920,2024-01-06,71,239,52.12,False,Unknown,Economic Indicator,Decreasing,Budget,,,,False,,,,
2958,2024-01-06,46,4,30.26,False,Unknown,Unknown,Stable,Budget,,,,False,,,,
9829,2024-01-06,2,425,33.97,True,Holiday,Unknown,Decreasing,Regular,,,,False,,,,
4006,2024-01-06,30,465,23.9,True,Festival,Competitor Pricing,Stable,Budget,,,,False,,,,
9490,2024-01-06,41,366,46.62,True,Unknown,Unknown,Decreasing,Budget,,,,False,,,,
6101,2024-01-06,54,286,43.98,False,Unknown,Economic Indicator,Increasing,Premium,,,,False,,,,
2573,2024-01-06,78,472,94.45,False,Unknown,Economic Indicator,Decreasing,Premium,,,,False,,,,
5039,2024-01-06,72,256,34.32,True,Unknown,Weather,Stable,Premium,,,,False,,,,
2142,2024-01-06,48,265,46.39,True,Festival,Economic Indicator,Decreasing,Regular,,,,False,,,,
6551,2024-01-06,57,152,19.39,True,Festival,Competitor Pricing,Decreasing,Premium,,,,False,,,,
7579,2024-01-06,37,353,48.0,False,Festival,Competitor Pricing,Increasing,Regular,,,,False,,,,
4574,2024-01-06,16,469,26.91,True,Festival,Economic Indicator,Increasing,Budget,,,,False,,,,
1576,2024-01-06,73,338,38.9,True,Festival,Competitor Pricing,Increasing,Regular,,,,False,,,,
3687,2024-01-07,27,406,35.62,True,Festival,Competitor Pricing,Stable,Premium,,,,False,,,,
2032,2024-01-07,19,422,87.72,False,Holiday,Unknown,Stable,Regular,,,,False,,,,
6962,2024-01-07,49,60,69.49,True,Unknown,Weather,Stable,Premium,,,,False,,,,
3408,2024-01-07,39,468,85.13,True,Festival,Competitor Pricing,Decreasing,Regular,,,,False,,,,
9881,2024-01-07,72,449,94.34,True,Unknown,Competitor Pricing,Increasing,Budget,,,,False,,,,
5492,2024-01-07,9,355,34.56,True,Unknown,Weather,Decreasing,Budget,,,,False,,,,
7590,2024-01-07,19,68,90.48,False,Holiday,Economic Indicator,Stable,Budget,,,,False,,,,
7897,2024-01-07,15,486,65.29,False,Unknown,Competitor Pricing,Increasing,Premium,,,,False,,,,
5335,2024-01-07,3,109,98.65,False,Holiday,Unknown,Increasing,Premium,,,,False,,,,
6935,2024-01-07,87,111,24.71,False,Festival,Competitor Pricing,Increasing,Regular,,,,False,,,,
8588,2024-01-07,42,158,31.15,True,Holiday,Competitor Pricing,Increasing,Premium,,,,False,,,,
2684,2024-01-07,74,82,16.07,True,Holiday,Competitor Pricing,Increasing,Regular,87.28,28.7,1.87,True,,,,
9438,2024-01-07,78,115,67.5,True,Festival,Weather,Decreasing,Budget,,,,False,,,,
9441,2024-01-07,7,368,30.74,True,Festival,Weather,Decreasing,Regular,,,,False,,,,
4294,2024-01-07,4,380,79.4,False,Holiday,Competitor Pricing,Stable,Regular,,,,False,,,,
2656,2024-01-07,2,195,22.37,False,Holiday,Economic Indicator,Increasing,Premium,,,,False,,,,
3110,2024-01-07,88,123,25.62,False,Festival,Competitor Pricing,Increasing,Regular,,,,False,,,,
8940,2024-01-07,43,376,39.43,False,Unknown,Competitor Pricing,Increasing,Regular,,,,False,,,,
8332,2024-01-07,82,118,91.14,True,Holiday,Competitor Pricing,Increasing,Premium,,,,False,,,,
8950,2024-01-07,7,410,94.87,True,Festival,Economic Indicator,Stable,Premium,,,,False,,,,
6479,2024-01-07,42,278,48.36,True,Festival,Competitor Pricing,Decreasing,Premium,,,,False,,,,
7332,2024-01-07,84,313,39.75,False,Unknown,Unknown,Decreasing,Budget,,,,False,,,,
4413,2024-01-08,99,292,33.04,True,Festival,Weather,Stable,Regular,,,,False,6255.0,,7559.0,2191.4054850711677
1149,2024-01-08,68,59,20.07,False,Unknown,Weather,Increasing,Budget,,,,False,6255.0,,7559.0,2191.4054850711677
9747,2024-01-08,21,408,6.45,False,Unknown,Competitor Pricing,Stable,Premium,,,,False,6255.0,,7559.0,2191.4054850711677
2418,2024-01-08,18,143,20.46,False,Holiday,Economic Indicator,Stable,Regular,,,,False,6255.0,,7559.0,2191.4054850711677
6940,2024-01-08,53,248,41.19,False,Unknown,Unknown,Increasing,Budget,,,,False,6255.0,,7559.0,2191.4054850711677
6575,2024-01-08,47,190,79.25,False,Unknown,Economic Indicator,Decreasing,Budget,,,,False,6255.0,,7559.0,2191.4054850711677
7940,2024-01-08,75,381,11.89,True,Holiday,Weather,Increasing,Regular,19.59,37.7,1.7,True,6255.0,,7559.0,2191.4054850711677
6699,2024-01-08,45,223,50.17,False,Holiday,Economic Indicator,Decreasing,Budget,,,,False,6255.0,,7559.0,2191.4054850711677
9106,2024-01-08,44,78,21.86,True,Festival,Competitor Pricing,Stable,Premium,,,,False,6255.0,,7559.0,2191.4054850711677
6260,2024-01-08,89,161,76.35,True,Unknown,Weather,Increasing,Regular,,,,False,6255.0,,7559.0,2191.4054850711677
9877,2024-01-08,54,454,65.55,True,Festival,Unknown,Decreasing,Regular,,,,False,6255.0,,7559.0,2191.4054850711677
4392,2024-01-08,7,217,98.69,True,Holiday,Economic Indicator,Decreasing,Budget,,,,False,6255.0,,7559.0,2191.4054850711677
3442,2024-01-08,38,91,72.07,True,Festival,Competitor Pricing,Decreasing,Premium,,,,False,6255.0,,7559.0,2191.4054850711677
3848,2024-01-08,2,475,7.89,True,Holiday,Economic Indicator,Stable,Premium,,,,False,6255.0,,7559.0,2191.4054850711677
5660,2024-01-08,62,268,76.8,False,Unknown,Unknown,Stable,Regular,,,,False,6255.0,,7559.0,2191.4054850711677
4633,2024-01-08,71,365,12.35,True,Festival,Weather,Decreasing,Budget,98.52,70.45,2.09,True,6255.0,,7559.0,2191.4054850711677
2344,2024-01-08,43,328,55.27,True,Festival,Weather,Decreasing,Budget,,,,False,6255.0,,7559.0,2191.4054850711677
9786,2024-01-08,90,102,59.8,True,Festival,Competitor Pricing,Increasing,Budget,,,,False,6255.0,,7559.0,2191.4054850711677
5641,2024-01-08,35,124,49.0,False,Festival,Competitor Pricing,Stable,Regular,,,,False,6255.0,,7559.0,2191.4054850711677
9774,2024-01-08,10,216,39.72,False,Holiday,Competitor Pricing,Stable,Budget,,,,False,6255.0,,7559.0,2191.4054850711677
8488,2024-01-08,36,425,21.66,True,Festival,Competitor Pricing,Decreasing,Regular,,,,False,6255.0,,7559.0,2191.4054850711677
6405,2024-01-08,1,277,75.02,False,Holiday,Unknown,Increasing,Regular,,,,False,6255.0,,7559.0,2191.4054850711677
9578,2024-01-08,31,347,64.91,False,Holiday,Unknown,Stable,Budget,,,,False,6255.0,,7559.0,2191.4054850711677
3275,2024-01-08,73,45,48.56,False,Festival,Competitor Pricing,Decreasing,Premium,,,,False,6255.0,,7559.0,2191.4054850711677
8944,2024-01-08,85,260,98.49,True,Unknown,Weather,Decreasing,Budget,,,,False,6255.0,,7559.0,2191.4054850711677
4795,2024-01-08,79,42,28.04,False,Festival,Economic Indicator,Decreasing,Budget,,,,False,6255.0,,7559.0,2191.4054850711677
4275,2024-01-08,30,246,40.75,False,Festival,Economic Indicator,Increasing,Budget,,,,False,6255.0,,7559.0,2191.4054850711677
4343,2024-01-08,24,149,78.2,True,Holiday,Unknown,Decreasing,Premium,,,,False,6255.0,,7559.0,2191.4054850711677
2751,2024-01-08,69,473,67.02,False,Festival,Competitor Pricing,Stable,Premium,,,,False,6255.0,,7559.0,2191.4054850711677
8117,2024-01-08,23,327,60.72,False,Festival,Unknown,Increasing,Budget,,,,False,6255.0,,7559.0,2191.4054850711677
3689,2024-01-09,97,435,61.44,False,Festival,Economic Indicator,Increasing,Budget,,,,False,9119.0,,7724.571428571428,2119.0508769370354
3430,2024-01-09,96,248,72.87,True,Holiday,Unknown,Increasing,Premium,,,,False,9119.0,,7724.571428571428,2119.0508769370354
8716,2024-01-09,73,166,32.58,False,Festival,Competitor Pricing,Increasing,Regular,,,,False,9119.0,,7724.571428571428,2119.0508769370354
1643,2024-01-09,48,155,34.25,False,Unknown,Unknown,Stable,Regular,,,,False,9119.0,,7724.571428571428,2119.0508769370354
1551,2024-01-09,45,376,58.36,False,Holiday,Weather,Stable,Premium,,,,False,9119.0,,7724.571428571428,2119.0508769370354
9079,2024-01-09,55,264,10.15,False,Holiday,Weather,Increasing,Budget,,,,False,9119.0,,7724.571428571428,2119.0508769370354
4951,2024-01-09,51,410,40.86,False,Unknown,Unknown,Stable,Regular,,,,False,9119.0,,7724.571428571428,2119.0508769370354
3434,2024-01-09,30,483,80.07,True,Festival,Competitor Pricing,Stable,Budget,,,,False,9119.0,,7724.571428571428,2119.0508769370354
9768,2024-01-09,16,484,58.66,False,Festival,Economic Indicator,Increasing,Budget,,,,False,9119.0,,7724.571428571428,2119.0508769370354
8218,2024-01-09,96,456,35.17,False,Festival,Competitor Pricing,Increasing,Budget,,,,False,9119.0,,7724.571428571428,2119.0508769370354
2949,2024-01-09,56,66,64.42,False,Holiday,Competitor Pricing,Decreasing,Budget,,,,False,9119.0,,7724.571428571428,2119.0508769370354
6994,2024-01-09,28,167,92.03,False,Holiday,Economic Indicator,Increasing,Premium,,,,False,9119.0,,7724.571428571428,2119.0508769370354
7998,2024-01-09,25,237,5.16,False,Holiday,Weather,Increasing,Premium,,,,False,9119.0,,7724.571428571428,2119.0508769370354
5468,2024-01-09,50,180,58.72,True,Unknown,Weather,Increasing,Regular,,,,False,9119.0,,7724.571428571428,2119.0508769370354
9374,2024-01-09,28,428,70.11,False,Unknown,Weather,Increasing,Premium,,,,False,9119.0,,7724.571428571428,2119.0508769370354
9086,2024-01-09,64,483,23.07,False,Festival,Economic Indicator,Increasing,Budget,,,,False,9119.0,,7724.571428571428,2119.0508769370354
4594,2024-01-09,11,87,68.58,True,Festival,Weather,Stable,Premium,,,,False,9119.0,,7724.571428571428,2119.0508769370354
3402,2024-01-09,77,183,46.48,True,Unknown,Weather,Increasing,Budget,,,,False,9119.0,,7724.571428571428,2119.0508769370354
9608,2024-01-09,43,88,51.87,True,Festival,Competitor Pricing,Stable,Regular,,,,False,9119.0,,7724.571428571428,2119.0508769370354
3754,2024-01-09,69,242,57.94,False,Unknown,Economic Indicator,Stable,Budget,,,,False,9119.0,,7724.571428571428,2119.0508769370354
5691,2024-01-09,2,284,45.07,False,Festival,Competitor Pricing,Stable,Budget,,,,False,9119.0,,7724.571428571428,2119.0508769370354
6841,2024-01-09,82,272,33.57,True,Festival,Weather,Increasing,Budget,,,,False,9119.0,,7724.571428571428,2119.0508769370354
1563,2024-01-09,62,222,60.07,False,Holiday,Weather,Stable,Budget,,,,False,9119.0,,7724.571428571428,2119.0508769370354
9293,2024-01-09,35,412,5.79,True,Holiday,Unknown,Decreasing,Budget,,,,False,9119.0,,7724.571428571428,2119.0508769370354
3651,2024-01-09,99,312,95.97,True,Unknown,Unknown,Stable,Regular,,,,False,9119.0,,7724.571428571428,2119.0508769370354
1296,2024-01-09,73,364,22.38,True,Unknown,Weather,Decreasing,Premium,,,,False,9119.0,,7724.571428571428,2119.0508769370354
4770,2024-01-09,47,250,50.1,True,Unknown,Unknown,Stable,Premium,,,,False,9119.0,,7724.571428571428,2119.0508769370354
1090,2024-01-09,55,163,60.32,False,Festival,Economic Indicator,Stable,Budget,,,,False,9119.0,,7724.571428571428,2119.0508769370354
1594,2024-01-09,4,404,31.28,False,Festival,Weather,Stable,Budget,,,,False,9119.0,,7724.571428571428,2119.0508769370354
